"Probe"	"Feature"	"Chr"	"Start"	"End"	"P.value"	"FDR"	"Log2.Fold.Change"	"Shrunk.Log2.Fold.Change"
"Chr6:119097601-119098500"	"null"	"6"	119097601	119098500	0.09600423	0.17447741	-0.75006974	0.65986997
"Chr6:119121451-119122200"	"null"	"6"	119121451	119122200	0.0007563108	0.0034752153	-1.4217533	1.2688413
"Chr6:119255251-119257050"	"MCM9"	"6"	119255251	119257050	0.4599091	0.5759613	-0.17532945	0.16891274
"Chr6:119445001-119446350"	"null"	"6"	119445001	119446350	0.024335003	0.059008013	1.4768519	-1.1441593
"Chr6:119450251-119452050"	"null"	"6"	119450251	119452050	3.829053e-06	4.047934e-05	2.4556322	-2.060767
"Chr6:119467801-119470800"	"null"	"6"	119467801	119470800	1.6992958e-06	2.0384696e-05	1.5607461	-1.4563303
"Chr6:119561401-119562750"	"MAN1A1"	"6"	119561401	119562750	0.0033105402	0.011685323	1.6426357	-1.3564074
"Chr6:119576251-119577600"	"MAN1A1"	"6"	119576251	119577600	0.29643062	0.4156374	-0.4877756	0.42501417
"Chr6:119581801-119583450"	"MAN1A1"	"6"	119581801	119583450	0.47490928	0.58996505	-0.29081324	-1.8630081
"Chr6:119628901-119630850"	"MAN1A1"	"6"	119628901	119630850	0.00022074545	0.0012513397	1.9212431	-1.623849
"Chr6:119643451-119645400"	"MAN1A1"	"6"	119643451	119645400	0.5290808	0.63937765	-0.2850055	0.25034347
"Chr6:119805001-119806650"	"null"	"6"	119805001	119806650	0.40632626	0.52611107	0.49039334	-0.39677596
"Chr6:119854351-119855700"	"null"	"6"	119854351	119855700	2.1160101e-08	4.6646335e-07	3.436293	-2.730629
"Chr6:119861701-119863200"	"null"	"6"	119861701	119863200	6.215196e-09	1.547969e-07	3.5033143	-2.8031936
"Chr6:119941951-119943150"	"null"	"6"	119941951	119943150	5.731229e-10	1.917843e-08	3.8063295	-3.023577
"Chr6:119949151-119950200"	"null"	"6"	119949151	119950200	1.5434929e-05	0.00013269845	2.342166	-1.9545565
"Chr6:119982451-119983350"	"null"	"6"	119982451	119983350	0.045103308	0.096308045	-1.0010625	0.85709286
"Chr6:120112651-120113550"	"null"	"6"	120112651	120113550	0.004886952	0.016095713	1.5637351	-1.2952517
"Chr6:121095001-121096200"	"null"	"6"	121095001	121096200	0.036838885	0.08222741	1.1560513	-0.95671296
"Chr6:121286701-121287600"	"null"	"6"	121286701	121287600	0.21520264	0.32546896	-0.5367629	0.47737712
"Chr6:121655101-121656600"	"C6orf170"	"6"	121655101	121656600	0.7582354	0.8297176	-0.066195466	0.06419196
"Chr6:121751401-121752150"	"null"	"6"	121751401	121752150	0.15250517	0.25012127	0.72579813	-0.6181698
"Chr6:121800301-121802100"	"null"	"6"	121800301	121802100	0.07435643	0.14321166	0.69281226	-0.6286683
"Chr6:121974001-121975050"	"null"	"6"	121974001	121975050	4.1941654e-05	0.0003072071	2.7172875	-2.0876656
"Chr6:121987351-121988700"	"null"	"6"	121987351	121988700	7.630271e-06	7.34809e-05	2.3222706	-1.9635555
"Chr6:122020951-122022000"	"null"	"6"	122020951	122022000	0.015793025	0.041862283	1.5033197	-1.1892712
"Chr6:122091751-122092800"	"null"	"6"	122091751	122092800	0.6441843	0.7380472	0.26568893	-0.2170965
"Chr6:122101651-122102700"	"null"	"6"	122101651	122102700	0.05419789	0.11138416	0.9997829	-0.8454485
"Chr6:122115301-122116500"	"null"	"6"	122115301	122116500	2.810572e-09	7.6820584e-08	3.2125683	-2.6788926
"Chr6:122147101-122148300"	"null"	"6"	122147101	122148300	6.0892724e-08	1.1615283e-06	2.9279876	-2.4442582
"Chr6:122238901-122239950"	"null"	"6"	122238901	122239950	0.87268686	0.9132261	0.07507384	-0.06535582
"Chr6:122253451-122254350"	"null"	"6"	122253451	122254350	4.0185822e-07	5.81814e-06	2.8057082	-2.3213997
"Chr6:122349751-122351100"	"null"	"6"	122349751	122351100	0.2992357	0.41842628	-0.5367223	0.4544174
"Chr6:122702551-122703300"	"null"	"6"	122702551	122703300	0.003048332	0.010889044	-1.4196645	1.2287964
"Chr6:122719951-122721450"	"HSF2"	"6"	122719951	122721450	0.8887411	0.92520416	-0.034734234	0.033346932
"Chr6:122791951-122793600"	"SERINC1"	"6"	122791951	122793600	0.43622923	0.5537687	-0.16997781	0.1646806
"Chr6:122812801-122813700"	"null"	"6"	122812801	122813700	0.07718366	0.14732268	-0.74741954	0.66636306
"Chr6:122901601-122902500"	"null"	"6"	122901601	122902500	0.04403434	0.09450048	-0.84663236	0.75613755
"Chr6:122930701-122932800"	"null"	"6"	122930701	122932800	0.42786574	0.5463613	0.33252287	-0.29725614
"Chr6:122941351-122943000"	"null"	"6"	122941351	122943000	0.6339981	0.729572	0.25561917	-0.21406439
"Chr6:122973151-122974950"	"null"	"6"	122973151	122974950	0.19019586	0.29598853	0.7805507	-1.5793496
"Chr6:122994451-122995500"	"null"	"6"	122994451	122995500	0.102790855	0.18402869	-0.64166045	0.58076835
"Chr6:123016651-123018900"	"PKIB"	"6"	123016651	123018900	0.098964214	0.17850414	1.0754765	-0.83558357
"Chr6:123033301-123034200"	"PKIB"	"6"	123033301	123034200	0.79621446	0.8582343	0.17618084	-0.13407396
"Chr6:123109801-123111600"	"SMPDL3A"	"6"	123109801	123111600	0.74413955	0.81919503	-0.07271188	0.07035633
"Chr6:123118801-123120300"	"SMPDL3A"	"6"	123118801	123120300	2.8038647e-05	0.0002190211	2.0352612	-1.7551492
"Chr6:125248651-125249700"	"null"	"6"	125248651	125249700	0.0001079907	0.0006851776	2.3286076	-1.8693396
"Chr6:125269051-125269950"	"null"	"6"	125269051	125269950	3.574137e-08	7.3403095e-07	3.784312	-2.8572288
"Chr6:125279551-125280600"	"RNF217"	"6"	125279551	125280600	1.3783409e-06	1.7114447e-05	3.4978132	-2.5644753
"Chr6:125305351-125306400"	"RNF217"	"6"	125305351	125306400	2.8086555e-13	2.3330669e-11	3.5562708	-3.0626478
"Chr6:125334001-125335200"	"RNF217"	"6"	125334001	125335200	0.015452479	0.041113522	1.2349367	-1.0492325
"Chr6:125362801-125363700"	"RNF217"	"6"	125362801	125363700	0.03715096	0.0827438	1.1487815	-0.95309395
"Chr6:125445001-125446050"	"null"	"6"	125445001	125446050	2.1561951e-05	0.00017591477	2.6259654	-2.0831623
"Chr6:125470201-125471550"	"TPD52L1"	"6"	125470201	125471550	0.0024204827	0.009051851	1.4259915	-1.2408502
"Chr6:125474251-125476950"	"TPD52L1"	"6"	125474251	125476950	2.8640488e-05	0.00022301933	2.0395465	-1.7570416
"Chr6:125513101-125515050"	"TPD52L1"	"6"	125513101	125515050	0.0001244548	0.0007699266	1.5410291	-1.3901187
"Chr6:125521951-125524050"	"TPD52L1"	"6"	125521951	125524050	0.07042354	0.13704066	0.6544291	-0.60131764
"Chr6:125635201-125635950"	"null"	"6"	125635201	125635950	0.0022416543	0.0085006775	-1.5966547	1.347862
"Chr6:126100951-126103050"	"null"	"6"	126100951	126103050	0.22261764	0.3340631	-0.39728165	0.37074018
"Chr6:126188401-126189600"	"NCOA7"	"6"	126188401	126189600	0.2640601	0.38053012	0.42699462	-0.38884518
"Chr6:126234601-126235800"	"NCOA7"	"6"	126234601	126235800	1.9872059e-05	0.00016446631	2.4741492	-2.0147686
"Chr6:126277201-126279300"	"HINT3"	"6"	126277201	126279300	0.88065314	0.9194559	-0.035204496	0.033944767
"Chr6:126306601-126308850"	"TRMT11"	"6"	126306601	126308850	0.3830891	0.5041289	-0.19504613	0.18867911
"Chr6:126361801-126362700"	"TRMT11"	"6"	126361801	126362700	9.8950164e-05	0.00063650875	2.1890683	-1.802835
"Chr6:126501301-126502500"	"null"	"6"	126501301	126502500	0.01584285	0.041977502	1.2147912	-1.0368708
"Chr6:126660751-126662100"	"CENPW"	"6"	126660751	126662100	0.26731208	0.38419247	-0.3265654	0.3085101
"Chr6:126859801-126861150"	"null"	"6"	126859801	126861150	0.00092076405	0.0040959883	2.1089714	-1.6528549
"Chr6:126862801-126864000"	"null"	"6"	126862801	126864000	0.4415399	0.5585724	0.41261783	-0.34537053
"Chr6:127038001-127039050"	"null"	"6"	127038001	127039050	0.72433317	0.8039094	-0.16306022	0.14247353
"Chr6:127042501-127043700"	"null"	"6"	127042501	127043700	0.052724626	0.10888368	1.0636587	-0.8831741
"Chr6:127347151-127348200"	"null"	"6"	127347151	127348200	0.7297471	0.8081789	-0.17257002	0.14739916
"Chr6:127374301-127375350"	"null"	"6"	127374301	127375350	6.89541e-06	6.74622e-05	3.1233609	-2.3463597
"Chr6:127442251-127443000"	"RSPO3"	"6"	127442251	127443000	0.9987417	0.99914485	-0.0006496001	0.00058192137
"Chr6:127587001-127589400"	"null"	"6"	127587001	127589400	0.11516319	0.2012294	-0.30941746	0.30156806
"Chr6:127686901-127688700"	"null"	"6"	127686901	127688700	4.4954505e-12	2.7227232e-10	3.199417	-2.7948105
"Chr6:127741201-127742400"	"null"	"6"	127741201	127742400	0.0039634914	0.013544704	1.4088179	-1.2130766
"Chr6:127785901-127786650"	"null"	"6"	127785901	127786650	0.040053904	0.08756646	1.1386412	-0.94322705
"Chr6:127882501-127883550"	"null"	"6"	127882501	127883550	0.47941908	0.5941392	0.35198858	-0.30087584
"Chr6:127903501-127904850"	"C6orf58"	"6"	127903501	127904850	2.7693339e-05	0.00021666523	2.5445333	-2.0363317
"Chr6:128259451-128260650"	"null"	"6"	128259451	128260650	0.0018231398	0.0071914755	1.9472122	-1.5399821
"Chr6:128671651-128672700"	"PTPRK"	"6"	128671651	128672700	0.2273369	0.33977708	-0.56745934	0.49370816
"Chr6:128829751-128830800"	"PTPRK"	"6"	128829751	128830800	3.1732667e-05	0.00024283738	2.3043842	-1.9072311
"Chr6:128890501-128892000"	"null"	"6"	128890501	128892000	6.718452e-15	7.774059e-13	3.344847	-2.9733474
"Chr6:128918851-128920350"	"null"	"6"	128918851	128920350	0.18291584	0.28732046	-0.6280815	0.5462761
"Chr6:128976751-128978100"	"null"	"6"	128976751	128978100	1.1686478e-10	4.677423e-09	2.91594	-2.5605075
"Chr6:129017401-129018600"	"null"	"6"	129017401	129018600	0.00013388878	0.0008184039	2.043945	-1.7114588
"Chr6:129059101-129061050"	"null"	"6"	129059101	129061050	0.06333379	0.12574577	-0.8332261	0.7339259
"Chr6:129507751-129508950"	"LAMA2"	"6"	129507751	129508950	9.345906e-05	0.0006068309	2.6431055	-2.0134327
"Chr6:129633601-129634650"	"LAMA2"	"6"	129633601	129634650	0.98135364	0.9879683	0.011093568	-0.009628185
"Chr6:129666751-129667650"	"LAMA2"	"6"	129666751	129667650	0.017039469	0.044468604	1.4429306	-1.1553587
"Chr6:129691201-129692100"	"LAMA2"	"6"	129691201	129692100	0.16907138	0.27047417	0.67197204	-0.57862574
"Chr6:129896251-129897300"	"ARHGAP18"	"6"	129896251	129897300	0.19306384	0.29954258	0.63795066	-0.5490986
"Chr6:129992101-129995700"	"ARHGAP18"	"6"	129992101	129995700	1.31998e-11	6.9108386e-10	2.8951635	-2.5763974
"Chr6:130004251-130006350"	"ARHGAP18"	"6"	130004251	130006350	2.045067e-05	0.00016827948	1.8381096	-1.6329602
"Chr6:130030501-130032300"	"ARHGAP18"	"6"	130030501	130032300	0.00038705987	0.0019997198	1.0582782	-0.99839556
"Chr6:130038001-130039050"	"null"	"6"	130038001	130039050	0.0026052948	0.0096024005	1.715216	-1.4064313
"Chr6:130087801-130089300"	"null"	"6"	130087801	130089300	0.784266	0.84898627	-0.11698866	0.104154356
"Chr6:130095751-130097100"	"null"	"6"	130095751	130097100	0.27547562	0.39311358	0.42638063	-0.38660127
"Chr6:130164901-130166400"	"C6orf191"	"6"	130164901	130166400	1.5188737e-05	0.00013084666	2.1609526	-1.8497994
"Chr6:130184401-130185600"	"C6orf191"	"6"	130184401	130185600	1.2836194e-08	2.949944e-07	3.0494227	-2.5507286
"Chr6:130210201-130212300"	"null"	"6"	130210201	130212300	2.1376033e-11	1.0524511e-09	3.8041503	-3.1168008
"Chr6:130222801-130223850"	"null"	"6"	130222801	130223850	0.50824666	0.62032586	0.28117564	-0.2505926
"Chr6:130257451-130258350"	"null"	"6"	130257451	130258350	0.00023514323	0.0013160838	1.9285972	-1.6265768
"Chr6:130355101-130356600"	"null"	"6"	130355101	130356600	0.20575245	0.3145563	0.58976775	-0.5141196
"Chr6:130499401-130500600"	"SAMD3"	"6"	130499401	130500600	0.00019743115	0.0011395997	2.1373901	-1.748179
"Chr6:130746901-130748250"	"null"	"6"	130746901	130748250	0.005000138	0.016399482	1.7149203	-1.3700156
"Chr6:130755301-130756350"	"null"	"6"	130755301	130756350	0.0011252962	0.00484565	1.9564307	-1.5724704
"Chr6:130794751-130795650"	"null"	"6"	130794751	130795650	0.48648196	0.6004649	0.34443662	-1.4100943
"Chr6:130821601-130822800"	"null"	"6"	130821601	130822800	1.430839e-06	1.7670387e-05	3.0250397	-2.3832917
"Chr6:130837801-130839750"	"null"	"6"	130837801	130839750	0.0072859176	0.02235263	1.4520645	-1.2121775
"Chr6:130922851-130924350"	"null"	"6"	130922851	130924350	1.3181865e-17	3.2396884e-15	4.222604	-3.6218107
"Chr6:130941001-130942650"	"null"	"6"	130941001	130942650	0.00030880532	0.0016618264	2.0514867	-1.6832868
"Chr6:130946701-130948050"	"null"	"6"	130946701	130948050	1.0697257e-07	1.8991943e-06	3.1822236	-2.5562549
"Chr6:131081101-131081550"	"null"	"6"	131081101	131081550	0.8105586	0.86868936	-0.11431007	0.09902421
"Chr6:131221801-131222700"	"EPB41L2"	"6"	131221801	131222700	0.043009955	0.09271693	0.6931241	-0.6424656
"Chr6:131248051-131249100"	"EPB41L2"	"6"	131248051	131249100	0.006819554	0.021184571	-1.2570659	1.0968956
"Chr6:131259001-131260050"	"EPB41L2"	"6"	131259001	131260050	0.21689837	0.3273842	0.5495766	-0.48468423
"Chr6:131296051-131297100"	"null"	"6"	131296051	131297100	0.0025102485	0.009325393	1.2156154	-1.0957011
"Chr6:131455951-131457600"	"AKAP7"	"6"	131455951	131457600	0.24045575	0.35427433	-0.25690597	0.2488636
"Chr6:131579551-131580900"	"AKAP7"	"6"	131579551	131580900	0.039804917	0.087115005	-0.96798044	0.84145033
"Chr6:131721301-131722350"	"null"	"6"	131721301	131722350	0.0006136387	0.0029295855	1.5526811	-1.3635527
"Chr6:131948701-131950200"	"MED23"	"6"	131948701	131950200	0.47750777	0.5923321	0.1894819	-0.18079932
"Chr6:131964001-131965050"	"ENPP3"	"6"	131964001	131965050	0.54502815	0.65368205	0.29419512	-0.2537528
"Chr6:131980951-131982150"	"ENPP3"	"6"	131980951	131982150	1.9462655e-05	0.00016185136	2.4943285	-2.026
"Chr6:132184651-132185850"	"ENPP1"	"6"	132184651	132185850	2.236548e-13	1.8999033e-11	3.4344428	-2.9913192
"Chr6:132231001-132231600"	"null"	"6"	132231001	132231600	0.2903787	0.4090519	-0.47150463	0.41551116
"Chr6:132271351-132273150"	"CTGF"	"6"	132271351	132273150	1.8130304e-10	6.894616e-09	1.9469873	-1.8318578
"Chr6:132316651-132317850"	"null"	"6"	132316651	132317850	1.0003734e-07	1.7899581e-06	3.234089	-2.5847259
"Chr6:132375151-132376350"	"null"	"6"	132375151	132376350	0.00012196679	0.0007570546	2.0946531	-1.7437292
"Chr6:132384301-132385650"	"null"	"6"	132384301	132385650	1.1783196e-06	1.49046655e-05	2.4687681	-2.1016283
"Chr6:132530251-132531000"	"null"	"6"	132530251	132531000	0.19358179	0.30015826	0.49344692	-0.44993472
"Chr6:132600451-132601350"	"null"	"6"	132600451	132601350	0.94835144	0.9666479	0.030544708	-0.02656067
"Chr6:132654601-132656250"	"MOXD1"	"6"	132654601	132656250	2.4413245e-07	3.8030437e-06	3.0762644	-2.4764497
"Chr6:132833401-132834900"	"null"	"6"	132833401	132834900	0.01004333	0.029025542	0.88564813	-0.8201355
"Chr6:132848251-132849750"	"null"	"6"	132848251	132849750	0.055226896	0.112984136	0.89380443	-0.77907944
"Chr6:132990751-132991350"	"null"	"6"	132990751	132991350	0.008037973	0.024230435	1.150447	-1.0213388
"Chr6:133008151-133009050"	"VNN1"	"6"	133008151	133009050	0.00011004082	0.00069539057	1.9973272	-1.6941602
"Chr6:133033351-133034250"	"VNN1"	"6"	133033351	133034250	0.05235796	0.1082919	0.91916287	-0.7979463
"Chr6:133085251-133086150"	"null"	"6"	133085251	133086150	0.00092434755	0.00410947	1.4232061	-1.2656258
"Chr6:133118851-133120800"	"C6orf192"	"6"	133118851	133120800	0.30284604	0.42244175	0.35272563	-0.3268841
"Chr6:133413751-133415850"	"null"	"6"	133413751	133415850	0.06848702	0.1339648	-0.89431393	0.76909053
"Chr6:133420351-133421550"	"null"	"6"	133420351	133421550	0.11620696	0.20264837	-1.1010394	0.82632214
"Chr6:133451551-133452900"	"null"	"6"	133451551	133452900	0.045596927	0.09713587	1.3764325	-1.0419624
"Chr6:133607851-133608150"	"EYA4"	"6"	133607851	133608150	0.051403366	0.10682273	-0.87631387	0.77098703
"Chr6:133889851-133891350"	"null"	"6"	133889851	133891350	0.0012116844	0.005150525	1.7025542	-1.4342318
"Chr6:133930501-133931550"	"null"	"6"	133930501	133931550	2.3409652e-10	8.605145e-09	3.3835697	-2.8358283
"Chr6:134066251-134067750"	"null"	"6"	134066251	134067750	0.001943796	0.0075691245	1.883741	-1.5073547
"Chr6:134135551-134136750"	"null"	"6"	134135551	134136750	0.00047058568	0.0023503993	1.5363433	-1.3594877
"Chr6:134158501-134159850"	"null"	"6"	134158501	134159850	0.007605648	0.023161983	1.4494994	-1.2074369
"Chr6:134212051-134213100"	"TCF21"	"6"	134212051	134213100	0.031930283	0.073278494	1.570287	-1.152066
"Chr6:134237401-134238450"	"null"	"6"	134237401	134238450	0.02087788	0.052208744	1.2163064	-1.0249118
"Chr6:134272801-134274900"	"null"	"6"	134272801	134274900	0.7605339	0.8313762	0.062511876	-0.060786743
"Chr6:134288701-134289750"	"null"	"6"	134288701	134289750	8.031661e-05	0.00053349463	2.221348	-1.8274215
"Chr6:134304151-134305200"	"TBPL1"	"6"	134304151	134305200	0.008079339	0.02432308	1.5193686	-1.2428966
"Chr6:134311801-134312850"	"SLC2A12"	"6"	134311801	134312850	8.512153e-06	8.069315e-05	2.23037	-1.9064056
"Chr6:134356051-134358000"	"SLC2A12"	"6"	134356051	134358000	9.420436e-11	3.8640677e-09	3.3061206	-2.8085623
"Chr6:134361901-134362950"	"SLC2A12"	"6"	134361901	134362950	5.751605e-07	7.988848e-06	2.4998434	-2.1378334
"Chr6:134372851-134374500"	"SLC2A12"	"6"	134372851	134374500	0.0004655607	0.0023296054	1.3864349	-1.2536877
"Chr6:134418151-134418900"	"null"	"6"	134418151	134418900	0.3208239	0.4405941	0.51493293	-0.4351982
"Chr6:134444551-134445750"	"null"	"6"	134444551	134445750	0.9943585	0.9962715	0.003746976	-0.003146462
"Chr6:134494801-134497350"	"SGK1"	"6"	134494801	134497350	0.6109698	0.71102685	-0.13335243	0.12744363
"Chr6:134616901-134617800"	"SGK1"	"6"	134616901	134617800	0.009834977	0.028547833	1.5350367	-1.2387885
"Chr6:134684101-134685300"	"null"	"6"	134684101	134685300	2.5542477e-09	7.059314e-08	3.2389946	-2.6968637
"Chr6:134700151-134700900"	"null"	"6"	134700151	134700900	0.013602988	0.03710227	1.4655155	-1.183164
"Chr6:134727151-134728200"	"null"	"6"	134727151	134728200	0.08712488	0.16197594	-0.6988101	0.6279898
"Chr6:134756851-134758350"	"null"	"6"	134756851	134758350	0.00055113045	0.0026789012	1.6741155	-1.4448978
"Chr6:134837851-134838900"	"null"	"6"	134837851	134838900	2.582628e-06	2.9014807e-05	2.2091532	-1.9223758
"Chr6:134841151-134842200"	"null"	"6"	134841151	134842200	0.0016225043	0.0065335184	1.7008077	-1.4213037
"Chr6:134857801-134859150"	"null"	"6"	134857801	134859150	0.00021185064	0.001209448	1.9922773	-1.6661391
"Chr6:134965351-134966700"	"null"	"6"	134965351	134966700	0.026457375	0.06303392	1.1924977	-0.99765325
"Chr6:135108001-135109050"	"null"	"6"	135108001	135109050	3.107371e-08	6.498383e-07	2.7453916	-2.3530505
"Chr6:135143851-135144750"	"null"	"6"	135143851	135144750	0.052449334	0.108435646	0.86766833	-0.7641375
"Chr6:135173851-135175350"	"null"	"6"	135173851	135175350	0.0024701783	0.0092075905	1.7010002	-1.4010631
"Chr6:135203251-135204300"	"null"	"6"	135203251	135204300	0.58225554	0.68664455	0.23450628	0.9526915
"Chr6:135229051-135231000"	"null"	"6"	135229051	135231000	1.3816246e-16	2.567922e-14	3.2234466	-2.9224281
"Chr6:135375151-135376950"	"HBS1L"	"6"	135375151	135376950	0.24601406	0.36062852	-0.22766083	0.22189415
"Chr6:135612601-135613650"	"AHI1"	"6"	135612601	135613650	0.5116058	0.62330014	0.32157558	-0.2766723
"Chr6:135744451-135745200"	"AHI1"	"6"	135744451	135745200	0.32758212	0.44739768	0.52208376	-0.43788925
"Chr6:135818101-135820650"	"AHI1"	"6"	135818101	135820650	0.078898266	0.14991692	-0.27335632	0.2689644
"Chr6:135858601-135859650"	"null"	"6"	135858601	135859650	0.016026212	0.04235957	1.5454689	-1.2083626
"Chr6:136043101-136044600"	"null"	"6"	136043101	136044600	0.044532925	0.095329694	1.2946813	-1.010433
"Chr6:136225651-136226400"	"PDE7B"	"6"	136225651	136226400	1.8622093e-05	0.00015617142	-2.4081054	1.9830966
"Chr6:136316101-136317150"	"PDE7B"	"6"	136316101	136317150	5.64535e-06	5.6881854e-05	2.7402527	-2.1956348
"Chr6:136388401-136389600"	"PDE7B"	"6"	136388401	136389600	0.11357516	0.19912145	0.87635344	-0.7262952
"Chr6:136546801-136548150"	"FAM54A"	"6"	136546801	136548150	0.25590938	0.37168413	0.55102354	-0.47552842
"Chr6:136570801-136572750"	"FAM54A"	"6"	136570801	136572750	0.8269685	0.8802172	-0.061411135	0.058305383
"Chr6:136609351-136612500"	"null"	"6"	136609351	136612500	0.14867635	0.24516675	-0.23800005	0.23371798
"Chr6:136692001-136693200"	"MAP7"	"6"	136692001	136693200	0.7046256	0.78816587	0.199615	-0.16828738
"Chr6:136723951-136725450"	"MAP7"	"6"	136723951	136725450	7.855215e-05	0.00052388065	2.0544915	-1.7367622
"Chr6:136870201-136872450"	"MAP7"	"6"	136870201	136872450	0.08630475	0.16077977	0.86475384	-0.73824173
"Chr6:137006251-137007450"	"MAP3K5"	"6"	137006251	137007450	0.29246008	0.4111169	0.3863647	-1.405172
"Chr6:137020951-137022000"	"MAP3K5"	"6"	137020951	137022000	0.17088947	0.27285427	-0.6313517	0.55144036
"Chr6:137103151-137104200"	"MAP3K5"	"6"	137103151	137104200	4.050939e-05	0.00029848074	2.3046577	-1.9004849
"Chr6:137143051-137144550"	"PEX7"	"6"	137143051	137144550	0.4361268	0.5536859	-0.16794483	0.16283524
"Chr6:137288851-137289900"	"null"	"6"	137288851	137289900	0.020664757	0.05177157	-1.0665383	0.9333718
"Chr6:137321701-137324250"	"IL20RA"	"6"	137321701	137324250	3.7229613e-05	0.00027768605	2.392956	-1.9482018
"Chr6:137372701-137373750"	"null"	"6"	137372701	137373750	0.80566776	0.8653977	0.10153603	-0.09112555
"Chr6:137376901-137378100"	"null"	"6"	137376901	137378100	0.01668764	0.04373039	1.4072205	-1.1411282
